MonthlyCharges,TotalCharges,Churn,gender_Male,SeniorCitizen_Yes,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_13 - 24,tenure_group_25 - 36,tenure_group_37 - 48,tenure_group_49 - 60,tenure_group_61 - 72
-1.472492080750673,-0.3451632078151324,0,-1.0094301272202446,-0.440327089412664,1.0356168260670764,1.533025357281985,0.3271893896895815,-0.3271893896895815,-0.8543355891527571,-0.8868964797842297,1.9042887883600228,1.9042887883600228,-0.6337463553300798,1.9042887883600228,-0.7255156171909268,1.9042887883600228,-0.7239179630076529,1.9042887883600228,-0.6392603899459485,1.9042887883600228,-0.7901858163708232,1.9042887883600228,-0.7968491776683397,-0.5145368805429295,1.7813741236882257,-1.206361165890975,-0.5253508043300534,-0.7118634123844118,-0.5436035227791413,-0.4128430865528863,-0.3663243759117004,-0.3486131100209355,-0.3663243759117004,1.9994668799052295
-1.499084435446331,-0.4444745062092121,0,0.9906579693175857,-0.440327089412664,1.0356168260670764,1.533025357281985,0.3271893896895815,-0.3271893896895815,-0.8543355891527571,-0.8868964797842297,1.9042887883600228,1.9042887883600228,-0.6337463553300798,1.9042887883600228,-0.7255156171909268,1.9042887883600228,-0.7239179630076529,1.9042887883600228,-0.6392603899459485,1.9042887883600228,-0.7901858163708232,1.9042887883600228,-0.7968491776683397,-0.5145368805429295,1.7813741236882257,-1.206361165890975,-0.5253508043300534,-0.7118634123844118,1.839576011000735,-0.4128430865528863,-0.3663243759117004,-0.3486131100209355,-0.3663243759117004,1.9994668799052295
0.7184990200895719,-0.8350974950345325,1,0.3133134926695384,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,0.3271893896895815,-0.3271893896895815,1.1705002257856278,1.1275273076326642,-0.5251304351065376,-0.5251304351065376,-0.6337463553300798,-0.5251304351065376,-0.7255156171909268,-0.5251304351065376,-0.7239179630076529,-0.5251304351065376,0.1069941024886727,-0.5251304351065376,1.2655251198924506,-0.5251304351065376,-0.7968491776683397,-0.5145368805429295,-0.561364390950937,-1.206361165890975,-0.5253508043300534,1.4047638670604865,-0.5436035227791413,-0.4128430865528863,-0.3663243759117004,-0.3486131100209355,-0.3663243759117004,-0.5001333155602948
-0.299104429804758,-0.0767447540481042,1,-1.0094301272202446,2.271039016322759,-0.9656081041070596,-0.6523049310632244,-3.0563338283944432,3.0563338283944432,-0.8543355891527571,-0.8868964797842297,-0.5251304351065376,-0.5251304351065376,1.5779183447598066,-0.5251304351065376,1.3783300818138555,-0.5251304351065376,-0.7239179630076529,-0.5251304351065376,-0.6392603899459485,-0.5251304351065376,1.2655251198924506,-0.5251304351065376,1.2549426265659207,-0.5145368805429295,-0.561364390950937,0.8289391504586737,-0.5253508043300534,1.4047638670604865,-0.5436035227791413,-0.4128430865528863,-0.3663243759117004,2.8685094485974614,-0.3663243759117004,-0.5001333155602948
1.1871137918941816,-0.7266796348304763,1,0.9906579693175857,0.2932581082218526,1.0356168260670764,-0.6523049310632244,0.3271893896895815,-0.3271893896895815,1.1705002257856278,1.1275273076326642,-0.5251304351065376,-0.5251304351065376,-0.6337463553300798,-0.5251304351065376,1.3783300818138555,-0.5251304351065376,-0.7239179630076529,-0.5251304351065376,-0.6392603899459485,-0.5251304351065376,1.2655251198924506,-0.5251304351065376,1.2549426265659207,-0.5145368805429295,-0.561364390950937,0.8289391504586737,-0.5253508043300534,1.4047638670604865,-0.5436035227791413,-0.4128430865528863,-0.3663243759117004,-0.3486131100209355,-0.3663243759117004,-0.5001333155602948
-1.2924577212362272,-0.971830694719426,1,0.9906579693175857,-0.440327089412664,1.0356168260670764,-0.1645859051819382,-3.0563338283944432,3.0563338283944432,-0.8543355891527571,-0.8868964797842297,-0.5251304351065376,-0.5251304351065376,-0.1401500514410849,-0.5251304351065376,-0.7255156171909268,-0.5251304351065376,-0.7239179630076529,-0.5251304351065376,-0.1474710590867083,-0.5251304351065376,-0.7901858163708232,-0.5251304351065376,-0.7968491776683397,-0.5145368805429295,-0.561364390950937,0.8289391504586737,-0.5253508043300534,1.4047638670604865,-0.5436035227791413,-0.4128430865528863,-0.3663243759117004,-0.3486131100209355,-0.3663243759117004,-0.5001333155602948
0.5702087626293673,-0.8247640658943917,1,0.9906579693175857,-0.440327089412664,1.0356168260670764,-0.6523049310632244,0.3271893896895815,-0.3271893896895815,1.1705002257856278,1.1275273076326642,-0.5251304351065376,-0.5251304351065376,-0.6337463553300798,-0.5251304351065376,1.3783300818138555,-0.5251304351065376,-0.7239179630076529,-0.5251304351065376,-0.2886918884320832,-0.5251304351065376,-0.7901858163708232,-0.5251304351065376,-0.7968491776683397,-0.5145368805429295,-0.561364390950937,0.8289391504586737,-0.5253508043300534,1.4047638670604865,-0.5436035227791413,-0.4128430865528863,-0.3663243759117004,-0.3486131100209355,-0.3663243759117004,-0.5001333155602948
1.2825840587321125,1.954139324037548,1,0.9906579693175857,2.271039016322759,1.0356168260670764,-0.6523049310632244,0.3271893896895815,-0.3271893896895815,1.1705002257856278,1.1275273076326642,-0.5251304351065376,-0.5251304351065376,-0.6337463553300798,-0.5251304351065376,1.3783300818138555,-0.5251304351065376,1.381371993927755,-0.5251304351065376,-0.6392603899459485,-0.5251304351065376,1.2655251198924506,-0.5251304351065376,1.2549426265659207,0.8166560974275101,-0.561364390950937,0.8289391504586737,-0.5253508043300534,1.4047638670604865,-0.5436035227791413,-0.4128430865528863,-0.3663243759117004,-0.3486131100209355,-0.3663243759117004,1.9994668799052295
-0.6581173550164618,-0.9875103118056624,1,-0.0142408671196778,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,0.3271893896895815,-0.3271893896895815,-0.8543355891527571,-0.8868964797842297,-0.5251304351065376,-0.5251304351065376,-0.6337463553300798,-0.5251304351065376,-0.7255156171909268,-0.5251304351065376,-0.7239179630076529,-0.5251304351065376,-0.6392603899459485,-0.5251304351065376,-0.7901858163708232,-0.5251304351065376,-0.7968491776683397,-0.5145368805429295,-0.561364390950937,0.8289391504586737,-0.5253508043300534,-0.7118634123844118,-0.5436035227791413,-0.4128430865528863,-0.3663243759117004,-0.3486131100209355,-0.3663243759117004,-0.5001333155602948
0.266209466974687,-0.8983208739887538,1,0.9906579693175857,-0.440327089412664,-0.4596235945652254,-0.6523049310632244,0.3271893896895815,-0.3271893896895815,1.1705002257856278,1.1275273076326642,-0.5251304351065376,-0.5251304351065376,-0.6337463553300798,-0.5251304351065376,-0.7255156171909268,-0.5251304351065376,-0.7239179630076529,-0.5251304351065376,-0.6392603899459485,-0.5251304351065376,-0.7901858163708232,-0.5251304351065376,-0.7968491776683397,-0.5145368805429295,-0.561364390950937,0.8289391504586737,-0.5253508043300534,-0.7118634123844118,-0.5436035227791413,-0.4128430865528863,-0.3663243759117004,-0.3486131100209355,-0.3663243759117004,-0.5001333155602948
